date,time_jst,symbol,score,raw_score,rating,action,current_price,profit_pct
2026-07-08,06:30,4188.T,40,40,▲,様子見(損切ライン注視),nan,nan
2026-07-08,06:30,8252.T,33,33,▲,様子見(損切ライン注視),nan,nan
2026-07-08,06:46,4519.T,90,90,◎◎,追加購入検討,7620.00,0.03
2026-07-08,06:46,7011.T,84,84,◎,追加購入検討,4009.00,7.88
2026-07-08,06:46,3231.T,82,82,◎,追加購入検討,958.50,1.64
2026-07-08,06:46,8425.T,80,80,◎,追加購入検討,1301.00,3.01
2026-07-08,06:46,5401.T,80,80,◎,追加購入検討,560.30,1.69
2026-07-08,06:46,7164.T,78,78,◎,追加購入検討,3141.00,1.32
2026-07-08,06:46,1928.T,75,75,◎,追加購入検討,3520.00,3.01
2026-07-08,06:46,9432.T,74,74,◎,追加購入検討,148.00,-16.85
2026-07-08,06:46,8303.T,72,72,◎,追加購入検討,1498.00,3.03
2026-07-08,06:46,3003.T,65,65,○,保有継続,1771.00,3.93
2026-07-08,06:46,8473.T,64,64,○,保有継続,2738.00,2.55
2026-07-08,06:46,2802.T,63,63,○,保有継続,5831.00,-3.30
2026-07-08,06:46,8593.T,59,59,○,保有継続,1382.00,4.86
2026-07-08,06:46,5805.T,54,54,△,保有継続(様子見),11910.00,-11.97
2026-07-08,06:46,8252.T,54,54,△,保有継続(様子見),3004.00,7.13
2026-07-08,06:46,8306.T,51,51,△,保有継続(様子見),3446.00,4.30
2026-07-08,06:46,5802.T,51,51,△,保有継続(様子見),2443.00,-13.98
2026-07-08,06:46,4188.T,49,49,△,保有継続(様子見),1193.50,1.14
2026-07-08,06:46,8058.T,48,48,△,保有継続(様子見),4500.00,-1.85
2026-07-08,06:46,1605.T,43,43,△,保有継続(様子見),3281.00,-2.50
2026-07-08,06:46,3741.T,40,40,▲,様子見(損切ライン注視),3170.00,-1.34
2026-07-08,06:46,3048.T,39,39,▲,一部利確検討,1664.00,1.03
